O3,CO,NO,NO2,Nox,SO2,PM10,PM2.5
28.919,1.312,38.365,49.502,87.837,4.132,129.633,41.937
32.396,1.316,34.677,48.901,83.566,3.716,130.127,50.207
38.57,1.277,41.453,41.677,83.033,5.416,118.28,42.125
35.834,0.656,19.649,28.663,48.165,4.205,106.317,36.587
38.319,0.668,10.507,29.051,39.494,4.003,64.759,22.445
43.758,0.662,12.325,27.862,40.056,3.595,65.851,23.486
45.633,0.704,12.333,31.5,43.651,3.871,53.705,22.059
49.525,0.826,16.345,27.204,43.411,2.34,54.385,18.27
44.044,0.685,10.6,27.036,37.522,4.222,63.261,25.663
26.675,1.043,34.63,33.97,68.432,4.216,75.599,24.455
27.979,0.69,21.102,28.873,49.543,4.417,63.402,30.221
35.827,0.737,18.709,25.305,43.91,3.365,60.064,20.108
50.257,0.665,8.529,26.207,34.723,2.902,63.347,21.508
44.2,0.914,22.294,37.331,59.568,4.92,61.338,27.719
42.412,0.997,12.648,33.681,46.187,2.728,51.527,22.672
38.787,0.751,11.15,27.486,38.567,5.486,49.175,21.704
42.715,0.89,17.881,34.335,52.154,4,54.377,19.673
45.053,0.968,18.429,37.099,55.457,4.195,60.762,61.257
36.947,1.255,19.992,39.077,59.02,4.948,63.111,27.975
41.356,0.882,22.394,36.998,59.308,4.161,55.094,23.927
36.76,1.043,28.764,32.092,60.696,2.466,51.121,19.342
32.131,1.239,38.184,44.258,82.348,4.099,66.012,24.244
32.804,0.738,13.246,33.695,46.903,4.086,79.488,28.574
46.65,0.514,9.526,21.549,30.992,2.65,59.73,19.487
37.866,0.785,11.364,29.82,41.038,3.456,55.24,20.638
36.721,0.958,27.022,36.51,63.469,3.646,55.966,27.311
37.456,1.039,33.881,35.286,69.086,4.322,56.772,27.453
28.77,1.114,24.956,37.459,62.315,3.38,64.447,37.175
35.416,1.129,31.187,44.209,75.342,4.317,85.767,32.002
27.775,0.608,18.514,25.511,43.937,2.367,93.455,22.969
31.439,0.662,16.047,24.57,40.537,2.981,45.661,21.829
32.354,0.794,17.147,30.619,47.667,3.646,50.981,26.207
16.052,0.986,28.16,33.464,61.621,4.754,60.194,26.303
49.383,2.081,12.235,20.928,32.893,2.424,53.629,25.622
22.513,1.093,39.742,31.087,70.571,4.468,75.493,23.685
25.777,1.04,28.46,37.294,65.718,4.218,85.534,26.083
29.95,0.638,13.894,28.026,41.855,3.129,61.543,20.951
30.798,0.763,18.61,30.022,48.622,4.493,71.236,20.843
26.18,0.784,16.042,31.548,47.507,5.714,64.336,25.48
28.361,1.197,30.76,33.338,64.044,5.487,67.989,26.331
29.766,1.087,27.044,31.835,58.634,6.69,73.765,23.501
30.333,1.13,34.429,34.684,68.907,4.503,71.457,21.237
24.58,1.536,61.083,44.764,105.807,5.59,98.905,31.116
28.498,1.312,44.102,37.214,81.16,4.601,82.428,27.408
24.367,1.271,47.463,46.037,93.486,5.208,107.136,32.226
26.101,1.09,32.434,42.633,75.062,6.07,102.377,35.344
8.684,1.496,83.522,47.141,130.661,5.4,93.788,31.026
37.287,4.571,,,,2.329,35.618,
33.632,0.822,,,,3.439,57.14,15.007
28.97,1.102,,,,6.164,60.608,31.751
30.768,1.056,,,,5.374,63.642,30.438
33.949,1.293,,,,7.04,57.748,29.561
20.801,1.439,,,,5.086,67.532,31.562
18.589,0.883,,,,6.661,106.163,30.532
18.404,0.94,29.062,40.103,69.123,7.947,81.127,30.977
26.517,0.91,43.274,39.023,82.24,15.675,64.253,29.872
31.142,0.677,13.141,30.587,43.562,3.496,42.703,23.907
37.167,0.637,11.1,28.105,39.069,3.114,46.267,23.404
37.083,0.626,13.655,29.365,42.986,9.375,41.603,19.445
38.834,0.71,19.915,27.339,47.149,19.595,54.669,27.425
29.403,0.791,23.644,35.145,58.635,26.434,51.98,25.171
34.099,0.612,14.222,28.985,42.886,14.575,42.516,20.147
30.1,0.687,19.024,34.95,53.807,6.339,43.867,19.503
29.965,0.867,18.245,36.859,55.093,3.736,48.651,19.274
22.581,0.959,25.493,36.421,61.793,3.275,44.151,19.342
24.394,0.858,26.83,34.182,60.8,3.348,42.437,20.205
30.635,1.072,26.82,36.036,62.756,4.076,46.441,24.976
39.803,1.164,31.654,44.812,76.224,5.617,63.548,18.277
36.781,0.971,30.479,43.03,73.3,6.148,83.693,24.884
25.672,1.196,45.455,47.021,92.401,4.643,66.211,22.725
30.876,1.16,57.527,47.062,104.517,7.936,85.01,28.958
26.467,0.727,20.213,36.212,56.37,4.975,72.348,24.334
33.796,0.893,27.663,35.216,62.563,4.409,52.597,15.457
34.105,0.687,19.203,34.515,53.539,4.511,47.807,16.815
27.714,0.78,25.416,36.637,61.882,6.805,59.999,21.571
36.892,0.875,21.557,35.405,56.867,4.429,60.946,18.681
27.867,0.911,33.467,39.005,72.363,8.223,60.422,19.107
27.721,0.849,29.103,38.249,67.179,5.542,58.489,17.209
27.487,0.661,17.43,33.16,50.477,4.86,46.024,14.619
25.981,1.095,38.085,40.521,78.407,5.821,51.335,14.611
28.832,0.912,31.029,35.603,66.272,4.565,67.293,16.743
29.129,0.935,34.647,35.905,70.476,4.879,65.502,22.874
30.962,0.941,25.155,39.269,64.296,8.233,67.995,24.449
25.946,0.779,23.871,31.969,55.559,4.746,67.939,21.518
24.647,0.89,22.128,29.4,51.436,3.808,57.476,20.634
21.291,0.977,25.849,35.941,61.695,4.551,68.759,24.608
29.693,0.95,22.884,31.884,54.61,6.658,61.014,23.126
24.405,0.985,30.519,35.115,65.483,4.878,68.02,22.931
22.687,0.809,26.387,31.401,57.702,4.171,93.551,27.18
25.838,0.571,15.564,21.592,36.822,4.448,67.329,19.814
24.854,0.711,16.145,25.252,41.262,3.957,43.264,13.721
26.709,0.789,24.504,31.815,56.112,6.614,53.21,16.559
27.411,0.918,20.863,35.134,55.93,5.254,63.774,21.475
21.453,0.783,28.811,37.041,65.736,7.59,76.275,24.752
26.045,0.552,15.936,27.737,43.543,4.372,83.395,18.042
27.149,0.817,20.561,28.333,48.619,3.17,42.632,
20.383,0.945,45.11,35.32,80.362,3.546,56.03,21.957
30.474,0.564,17.702,22.478,39.915,4.114,32.633,11.634
23.173,0.788,34.531,29.407,63.836,3.983,32.804,14.957
20.387,1.066,43.53,31.414,74.911,2.89,22.806,14.29
17.096,1.371,77.838,42.904,120.579,4.082,38.061,21.767
24.861,0.972,22.482,43.381,65.759,4.667,46.91,25.502
30.163,0.777,17.221,43.33,60.475,6.773,47.633,21.54
31.166,1.14,24.224,52.641,76.854,9.702,62.143,29.892
22.819,1.311,24.795,67.184,91.93,7.266,59.031,32.624
30.223,1.373,32.188,60.598,92.772,8.972,65.039,31.081
41.805,0.99,14.028,50.087,64.089,8.041,69.654,37.795
36.063,0.913,18.263,47.535,65.677,8.755,65.153,29.536
25.384,1.131,34.046,49.231,83.16,4.434,58.071,20.714
21.345,1.198,38.221,53.624,91.612,4.677,60.781,18.761
17.88,1.662,56.706,68.079,122.31,9.127,77.833,27.789
25.867,1.212,42.56,53.126,95.681,5.443,65.128,18.872
23.924,1.04,51.72,51.945,103.561,4.894,73.771,24.801
30.362,0.808,16.264,42.013,58.174,7.44,66.902,23.198
27.213,0.892,18.85,37.928,56.681,4.583,60.02,19.621
33.548,0.912,17.721,42.531,60.113,8.14,80.396,30.257
28.604,1.107,25.248,49.355,74.453,10.204,71.894,23.98
23.951,1.238,28.813,53.692,82.379,5.762,75.949,23.249
21.141,1.024,30.147,45.575,75.594,4.683,82,24.906
17.746,1.018,34.413,41.682,76.04,5.504,61.087,15.024
24.933,0.886,15.591,42.05,57.58,5.367,63.158,20.018
25.174,1.361,36.527,65.591,101.957,11.598,91.744,34.893
21.649,1.587,56.206,57.733,113.794,9.149,79.673,30.896
19.957,1.403,35.86,67.05,101.212,9.752,90.011,33.969
27.331,1.161,28.669,54.59,83.148,5.865,90.962,37.04
18.907,1.333,56.545,53.004,106.659,4.789,71.562,22.137
18.807,1.029,32.789,45.491,78.202,3.802,80.979,22.518
18.318,1.005,30.969,41.083,71.9,4.032,75.62,19.815
14.188,1.075,39.282,46.989,86.182,8.046,75.248,22.087
15.623,0.817,37.963,35.747,73.696,3.444,48.549,16.53
10.351,1.109,50.596,42.882,93.396,5.712,54.854,20.225
11.491,1.139,37.831,52.21,89.965,4.159,63.809,30.935
7.57,1.197,57.71,47.613,105.278,4.785,38.566,32.198
5.934,1.31,68.756,38.202,106.726,4.616,35.638,21.983
9.375,0.785,20.859,29.987,50.655,3.322,14.334,16.198
11.712,0.997,37.055,35.149,71.675,3.831,21.384,20.843
16.68,0.711,21.588,32.187,53.453,3.85,18.451,19.304
13.584,0.718,25.239,35.073,59.892,4.554,36.558,19.817
12.472,1.017,41.145,44.981,85.462,5.402,28.046,20.25
9.912,1.21,61.488,49.728,111.024,7.213,49.006,36.505
15.109,0.667,21.705,34.275,55.517,4.8,30.879,21.423
20.817,0.602,18.176,29.603,47.285,4.46,23.499,13.571
6.101,1.077,71.933,44.737,116.414,4.69,17.638,24.948
6.086,0.994,55.166,37.99,92.676,12.556,35.009,20.516
7.271,0.844,34.497,34.344,68.349,12.073,34.968,28.345
7.776,0.967,38.441,38.09,76.139,6.361,39.897,39.743
11.678,0.858,30.337,39.972,69.98,7.332,34.582,40.843
6.498,0.871,37.891,44.661,82.264,6.165,82.09,46.956
7.492,1.04,44.837,45.426,90.234,6.593,46.637,22.733
4.868,1.065,69.433,43.602,112.762,6.756,54.821,25.483
6.099,0.836,42.494,38.845,81.127,3.408,25.504,15.998
8.358,1.323,68.531,54.794,123.179,6.94,37.581,19.988
7.73,1.642,89.464,58.007,147.231,8.48,70.821,35.041
7.371,1.584,71.866,66.809,138.566,15.164,113,57.661
4.64,1.799,100.805,59.356,159.912,8.905,79.631,42.603
8.571,1.218,70.078,46.371,116.354,12.038,61.459,34.367
13.829,0.799,27.544,37.891,65.038,6.012,55.572,26.607
14.53,0.867,35.332,37.202,72.212,3.842,22.12,14.783
8.897,1.204,68.105,44.851,112.801,3.311,18.415,10.89
7.954,1.233,95.623,51.303,146.772,4.985,42.756,20.34
7.119,1.401,123.593,63.429,186.817,7.877,78.935,45.578
5.583,1.61,94.774,66.708,161.36,11.506,83.29,42.025
6.801,1.343,76.192,53.525,129.476,8.35,71.83,36.37
5.583,1.241,81.97,53.945,135.713,11.462,56.964,26.915
6.151,1.067,43.571,50.773,94.079,10.503,69.973,35.683
10.793,0.77,34.862,45.635,79.381,9.355,76.61,35.87
11.941,0.885,36.692,51.491,87.768,11.133,74.081,32.778
6.453,1.1,62.934,56.572,119.179,9.778,80.025,33.892
5.038,1.451,111.486,68.434,179.603,14.264,70.634,39.948
5.432,0.993,45.569,52.257,97.596,8.674,82.95,45.249
6.672,1.344,54.934,49.248,104.044,6.372,66.598,32.576
10.602,0.831,34.758,43.014,77.169,5.45,43.46,19.198
10.517,1.077,39.193,46.668,85.621,7.587,51.717,18.53
8.134,1.044,61.262,55.934,115.32,10.408,76.982,46.277
6.662,1.093,43.688,56.153,99.674,10.087,88.228,87.927
10.462,1.04,46.703,53.326,99.673,7.627,55.686,42.857
11.314,0.769,28.908,32.408,61.266,3.424,17.313,6.447
6.127,1.27,85.945,53.669,139.451,15.052,49.326,17.939
6.323,1.362,67.523,65.721,133.012,13.847,69.912,40.424
5.161,1.62,102.401,71.577,173.605,14.91,85.089,51.033
6.502,1.788,113.8,76.468,188.542,10.483,96.669,54.335
5.421,2.718,156.167,103.931,260.06,13.999,140.877,
7.689,1.987,123.931,94.018,217.574,11.264,123.051,
7.451,1.839,100.028,83.39,183.329,15.334,123.693,52.046
6.743,1.865,96.071,78.977,174.633,11.037,99.318,48.295
5.955,2.092,130.766,95.142,225.717,18.493,116.719,59.468
5.686,2.094,162.068,73.401,235.416,10.241,81.976,47.817
9.371,1.074,77.773,46.731,124.074,5.453,59.941,26.808
9.175,1.368,62.067,53.199,114.935,8.293,67.237,30.359
6.102,1.501,84.106,68.978,153.015,10.766,93.749,42.391
7.879,1.311,62.431,65.961,128.4,12.133,59.694,47.856
9.605,1.308,62.173,64.513,126.475,9.905,51.131,42.949
6.482,1.7,82.542,80.143,162.554,11.238,90.698,51.345
6.516,2.26,111.978,87.708,199.653,9.993,119.153,65.12
6.045,1.52,87.612,80.674,168.098,15.306,135.603,72.059
6.588,1.644,82.778,78.856,161.537,9.097,133.419,57.108
8.336,1.454,70.1,71.955,141.784,7.341,125.727,55.951
10.796,1.462,54.82,60.824,115.603,7.825,72.929,30.979
11.269,1.363,75.438,59.401,134.584,5.691,59.133,23.533
10.155,1.187,55.747,54.686,110.337,5.489,52.719,24.23
8.846,1.628,87.643,57.488,145.07,5.8,57.848,24.191
12.204,1.015,37.034,47.122,84.054,5.304,39.236,17.941
14.878,0.866,48.96,45.728,94.428,5.969,44.5,19.015
14.138,0.77,35.458,35.975,71.26,3.78,35.388,12.703
11.262,0.857,46.189,38.233,83.86,4.285,32.649,11.867
13.758,0.725,25.711,38.709,64.091,4.457,40.583,14.378
10.081,1.432,48.466,57.64,105.857,5.047,34.702,18.92
9.092,1.282,58.179,64.703,122.563,10.816,,
7.112,1.322,76.83,70.642,147.202,12.257,,47.259
9.542,1.525,61.681,71.461,133.033,10.923,,51.737
8.61,1.502,75.552,71.096,146.291,10.584,109.602,58.319
9.749,1.077,50.838,64.275,114.761,9.888,76.709,55.142
17.463,0.513,24.21,39.875,64.026,4.534,41.15,13.918
11.257,2.371,39.709,44.363,84.057,8.181,35.602,7.108
10.926,0.972,59.642,50.48,110.026,6.087,51.552,10.406
13.294,0.991,36.846,56.765,93.276,7.148,64.399,17.207
2.933,1.318,55.345,62.088,119.782,8.068,88.494,25.33
,1.383,39.251,68.89,107.919,6.999,94.446,12.767
,0.888,35.311,59.472,94.713,6.143,80.89,13.568
,0.914,33.038,41.21,73.98,3.592,32.636,13.863
,1.26,63.217,50.193,113.304,5.609,45.23,16.529
,1.417,70.44,57.251,127.647,6.085,70.89,18.49
,1.619,75.91,62.214,136.512,7.641,83.413,9.762
,1.629,70.634,60.023,130.598,7.61,62.303,11.538
,1.031,46.769,49.431,96.031,6.588,61.807,15.62
,0.901,48.652,49.064,97.364,5.331,48.896,12.427
,1.341,61.989,61.199,123.155,5.93,69.491,19.734
,1.072,37.885,54.524,92.328,6.443,70.798,18.467
27.451,1.036,35.251,58.867,91.868,11.245,72.895,12.634
21.019,1.033,39.377,60.083,99.349,5.912,93.041,15.652
15.018,1.021,45.643,48.814,94.176,4.994,67.889,15.22
19.583,0.763,25.669,37.377,62.927,3.286,37.826,10.838
24.742,0.849,21.935,34.092,55.951,3.264,33.245,6.708
13.163,1.097,67.879,54.312,122.182,5.008,40.525,13.936
11.955,1.007,63.79,54.111,117.799,5.143,59.942,17.552
22.356,1.242,60.347,44.193,104.347,5.467,45.377,11.045
12.708,1.06,61.628,45.02,106.623,7.113,60.036,10.874
10.003,1.014,55.953,43.762,99.635,6.533,58.172,7.533
16.948,0.649,34.733,33.282,67.749,4.008,94.513,14.961
25.049,0.638,16.569,31.44,47.692,3.238,70.257,8.559
21.43,0.695,27.77,42.932,70.529,4.5,73.852,18.294
24.222,0.81,21.829,43.369,62.744,7.095,69.304,18.514
20.8,0.863,33.506,46.563,79.849,4.866,73.306,21.266
15.192,1.184,46.516,46.635,93.041,4.519,56.98,16.085
14.762,1.215,51.752,45.997,97.718,4.419,49.895,13.204
22.943,0.852,26.605,40.548,66.978,4.916,55.058,17.888
28.447,0.501,15.942,27.617,43.456,3.225,41.473,5.389
16.287,0.998,37.246,41.677,78.907,5.366,37.573,4.705
13.518,1.265,55.797,48.161,103.713,6.712,52.494,11.249
21.646,0.663,31.121,43.323,74.306,6.231,59.454,17.406
19.315,1.002,35.546,44.244,79.683,5.35,54.92,15.105
21.025,0.837,26.71,35.131,61.731,7.196,51.226,17.339
10.683,0.836,49.916,41.643,91.114,5.602,63.271,21.703
13.9,0.711,30.733,30.346,60.911,2.604,37.644,13.061
14.56,1.019,34.948,36.716,71.585,3.09,32.09,9.738
14.326,0.797,32.116,41.06,72.687,4.274,66.54,14.637
15.104,0.723,24.877,47.279,71.928,4.603,102.905,18.24
13.648,1.106,36.547,62.223,98.729,8.581,114.383,39.91
15.251,0.933,30.997,36.636,67.278,5.395,133.234,46.444
16.733,1.074,36.458,37.915,73.957,4.445,94.349,24.496
17.279,1.136,31.407,39.497,70.783,3.413,46.195,12.599
25.26,0.636,14.609,29.537,44.128,2.683,29.967,7.926
,0.84,7.54,26.835,34.375,1.928,24.214,9.782
,0.819,3.197,21.441,24.636,1.89,25.865,6.275
,0.984,2.874,16.464,19.337,1.87,25.656,8.058
,1.013,8.792,24.225,33.017,1.963,11.714,6.143
,1.252,21.769,32.046,53.816,3.12,15.896,7.126
,1.142,8.555,30.649,39.204,2.412,24.542,13.736
,0.951,4.932,27.972,32.903,2.118,19.346,10.093
,1.046,5.461,27.569,33.03,2.169,21.985,8.979
31.779,1.16,6.379,28.509,34.906,2.059,25.557,9.673
24.25,1.043,5.547,26.243,31.789,1.9,21.302,7.434
22.984,1.361,18.098,30.767,48.865,1.915,22.089,10.016
38.477,0.725,3.828,18.912,22.74,1.75,10.812,5.793
29.753,1.09,4.909,25.156,30.065,2.263,20.649,8.793
30.127,1.05,4.705,22.524,27.229,1.938,39.918,12.509
27.341,0.981,5.757,26.861,32.62,1.973,52.293,14.777
27.408,0.981,7.22,26.798,34.017,2.024,32.877,8.762
25.042,1.03,11.48,32.212,43.692,2.134,20.355,8.331
20.345,1.29,30.448,47.383,77.662,2.907,34.885,11.843
14.479,1.092,14.892,44.118,58.994,2.462,30.204,14.466
8.097,1.31,32.845,40.159,73.004,1.721,21.109,11.619
13.325,1.033,20.464,34.024,54.489,1.6,13.753,5.839
4.818,1.434,41.211,45.108,86.334,1.821,14.949,9.454
14.127,1.549,35.839,41.236,77.075,2.202,19.877,9.973
23.509,1.081,12.663,34.353,47.015,2.188,21.251,8.604
27.515,1.059,8.644,32.583,41.226,2.315,24.305,8.826
26.83,1.101,15.524,36.014,51.531,3.417,27.283,12.581
23.447,1.535,22.879,43.708,66.588,2.716,35.661,17.964
31.294,1.426,19.469,41.767,61.237,2.617,35.067,18.513
31.032,1.165,8.498,32.371,40.858,2.191,34.35,14.832
31.063,1.185,8.616,33.962,42.574,2.346,19.072,6.954
34.998,1.242,9.231,35.847,45.078,2.202,25.079,11.099
43.398,1.11,,,,3.911,33.865,17.222
31.38,1.221,,,,2.456,36.923,15.039
27.615,1.043,,,,2.392,39.448,12.49
17.671,1.358,,,,2.742,50.515,20.043
30.642,0.998,,,,2.441,39.824,14.761
19.393,1.166,,,,2.836,83.541,27.318
12.864,1.314,,,,2.282,46.398,16.685
24.105,1.042,,,,2.197,47.018,13.701
25.431,0.861,,,,2.262,22.528,7.045
29.789,0.899,,,,2.357,26.934,9.327
30.284,1.103,,,,2.495,25.842,10.976
26.14,1.044,,,,2.135,24.107,7.987
23.07,1.007,,,,2.167,29.548,9.762
29.112,1.077,,,,2.382,28.966,10.844
16.232,1.443,,,,2.521,35.706,13.407
26.739,1.001,25.916,38.018,61.31,2.978,61.096,17.987
21.591,1.105,8.348,31.935,40.221,2.178,98.612,33.345
38.11,0.704,2.257,17.647,19.89,1.733,51.066,12.404
36.98,1.009,6.014,24.534,30.502,2.193,24.662,9.468
33.958,1.043,9.207,34.812,43.89,2.213,33.385,13.528
34.288,0.485,3.483,29.738,33.195,2.452,48.587,11.882
27.409,0.318,15.268,34.618,49.679,2.583,104.264,25.271
20.447,0.812,22.139,34.72,56.786,2.303,39.077,8.287
25.825,1.175,17.701,43.091,60.794,3.272,27.379,8.758
29.971,0.84,7.803,37.92,45.477,2.69,35.62,9.07
41.47,0.85,5.36,28.211,33.494,4.901,34.331,28.093
35.575,2.903,11.495,41.037,52.506,4.744,46.022,25.51
38.927,,9.153,39.163,48.281,6.047,55.599,29.112
37.438,4.223,7.357,33.117,40.464,8.446,68.093,36.886
31.981,1.013,14.454,37.595,52.045,6.122,79.677,37.208
33.001,0.56,6.61,33.883,40.424,3.715,23.019,13.573
53.394,0.865,14.824,50.707,65.193,3.345,46.096,28.448
67.929,0.983,5.715,64.895,70.416,3.284,60.839,34.45
39.119,0.469,11.896,39.113,50.975,4.133,50.161,27.194
38.319,0.415,5.699,27.516,33.197,3.702,49.035,23.129
42.635,0.331,7.923,25.053,31.825,3.031,43.204,19.047
39.848,1.235,3.916,29.749,33.424,2.437,70.334,21.671
41.357,2.104,4.205,29.172,32.581,2.397,62.017,20.939
41.091,1.098,4.818,32.088,35.903,3.015,47.01,20.431
42.19,0.591,7.597,31.096,37.685,2.814,40.021,18.081
37.14,0.421,6.777,34.493,40.254,2.513,48.813,17.822
25.385,0.82,23.06,40.555,62.96,3.137,53.677,17.954
31.664,,26.33,40.796,67.127,3.198,41.874,15.74
28.71,,16.38,40.188,56.569,3.306,61.827,18.407
29.878,,10.42,34.248,44.668,2.964,73.937,23.453
34.929,,21.251,34.379,55.607,2.66,48.831,19.733
28.27,,18.052,32.508,50.557,2.543,46.4,16.435
32.105,,16.008,40.241,56.239,2.873,45.823,13.697
34.655,,11.663,40.395,52.031,3.508,62.237,16.99
49.175,,8.452,31.952,40.389,3.357,73.07,18.533
29.746,,19.15,44.93,64.079,2.764,65.033,18.84
33.422,,14.479,36.762,51.238,2.513,46.881,15.69
44.501,,15.356,34.51,49.852,4.282,42.99,12.034
36.101,,12.771,33.612,46.375,2.676,43.798,14.146
35.227,,33.84,43.199,76.98,3.402,54.928,18.191
40.341,,25.836,46.977,72.805,3.978,54.127,17.199
42.595,,26.627,52.991,79.619,3.38,62.149,21.26
48.336,,6.882,36.744,43.625,2.584,54.76,20.179
51.033,,3.002,24.71,27.689,2.78,49.959,15.936
37.849,,16.841,36.326,53.154,3.279,62.055,18.399
30.832,,20.583,38.791,59.06,2.968,57.781,17.094
29.143,,43.839,48.165,92.165,3.579,62.975,17.19
35.089,,11.033,35.784,46.778,3.4,59.475,13.946
38.286,,29.611,43.29,72.901,3.459,56.065,20.453
56.925,,7.107,33.283,40.386,3.371,56.281,19.333
47.132,,21.147,58.207,79.258,4.439,71.11,27.187
45.717,,26.106,51.354,77.442,3.634,61.925,23.955
54.173,,5.507,45.724,51.194,4.403,78.627,25.656
49.822,,10.411,32.345,42.563,2.958,78.173,24.852
27.66,,13.703,36.665,50.362,4.017,73.876,20.578
36.928,,25.606,42.844,68.45,3.259,86.599,20.303
49.884,,21.926,42.252,64.071,4.956,68.351,20.391
41.415,,17.338,49.428,66.758,3.528,74.218,46.283
45.263,,16.454,44.006,60.449,3.219,77.747,29.241
47.053,,7.867,39.01,46.866,2.891,115.432,28.279
49.728,,8.455,41.286,49.68,4.008,87.399,26.076
38.413,,8.628,36.817,45.398,4.421,94.999,30.546
42.681,,4.484,34.538,38.996,2.627,50.041,15.116
48.299,,4.773,38.226,42.992,2.884,54.993,20.584
57.15,,3.866,34.559,38.409,3.186,43.864,14.331
55.612,,3.052,34.223,37.226,2.318,50.969,17.019
48.493,,7.855,34.301,42.156,3.282,59.121,20.752
27.044,,21.171,41.161,62.328,2.833,57.33,17.513
32.213,,6.615,30.263,36.824,3.026,46.558,16.453
39.686,,4.352,26.476,30.805,2.477,36.781,10.008
53.323,,3.455,27.067,30.5,2.527,44.804,9.256
55.046,3.54,4.568,33.718,38.286,2.473,40.753,11.62
53.002,1.31,4.348,37.013,41.35,2.352,42.121,10.263
48.913,0.782,6.869,30.73,37.591,3.2,34.217,9.333
52.392,1.39,15.852,46.722,62.571,2.889,44.847,15.28
53.195,1.388,16.485,46.744,63.224,3.253,42.752,12.657
45.619,1.065,20.319,49.32,69.603,4.325,50.507,17.962
50.232,1.002,23.473,44.724,68.175,3.245,47.229,21.637
37.94,1.354,30.57,46.069,76.627,2.754,48.677,13.826
36.587,1.188,28.034,50.339,78.131,3.168,49.786,18.043
46.94,0.709,4.276,31.299,35.574,2.743,54.273,19
51.22,0.696,2.316,26.814,29.124,2.179,43.291,14.732
38.925,0.85,11.576,37.959,49.534,2.315,41.482,15.903
38.363,0.798,15.363,37.397,52.757,2.818,41.795,10.704
40.458,1.175,25.814,44.037,69.84,2.953,44.963,15.93
32.631,1.146,29.84,47.337,77.18,3.073,49.394,18.242
52.518,0.784,5.448,34.615,39.936,2.785,59.244,18.262
45.205,0.715,3.037,20.99,24.017,2.208,44.829,20.201
34.744,0.939,9.727,26.461,36.187,2.547,35.491,28.133
33.952,0.968,34.454,37.326,71.781,2.744,48.78,13.506
42.878,0.842,17.409,47.565,64.974,3.39,57.426,22.078
39.05,0.761,7.801,30.288,38.083,2.296,48.636,16.471
28.43,0.823,15.772,32.386,47.794,2.676,53.834,13.052
32.768,1.109,30.504,41.204,71.706,2.784,79.945,27.91
43.596,0.756,5.523,28.356,33.792,2.4,54.829,20.133
43.207,0.812,8.918,28.55,37.43,2.206,54.95,17.094
29.688,1.09,35.638,42.408,78.045,3.058,51.216,12.844
30.805,1.159,40.962,46.226,87.188,3.205,56.831,21.963
27.979,1.069,40.251,44.615,84.812,3.838,60.817,19.018
28.738,1.257,43.277,46.23,89.504,3.19,65.889,18.21
39.644,1.245,49.355,52.661,102.016,3.334,77.509,27.687
42.361,1.14,28.783,48.842,77.623,3.115,71.821,24.602
40.417,1.433,58.945,51.309,110.248,3.16,83.795,31.166
40.438,1.001,16.593,37.827,54.134,2.85,74.026,29.125
37.586,1.086,22.62,46.225,68.504,2.782,88.041,27.13
29.254,0.88,13.273,31.397,44.602,3.396,63.489,16.552
23.663,1.228,34.125,39.094,73.217,2.488,56.27,17.699
